time(s),nformants,F1(Hz),B1(Hz),F2(Hz),B2(Hz),F3(Hz),B3(Hz),F4(Hz),B4(Hz),F5(Hz),B5(Hz)
6.394410,4,1335.391,387.995,2396.948,574.784,3256.843,574.701,4389.292,540.003,--undefined--,--undefined--
6.400660,4,1239.212,884.655,2262.811,1032.020,3221.582,724.047,4253.583,707.419,--undefined--,--undefined--
6.406910,4,802.493,669.670,2228.961,470.474,3310.496,686.829,4370.223,741.493,--undefined--,--undefined--
6.413160,4,1274.213,609.434,2335.422,400.690,3330.864,896.654,4322.379,422.771,--undefined--,--undefined--
6.419410,4,1255.801,708.832,2315.651,537.534,3266.797,542.086,4343.611,451.290,--undefined--,--undefined--
6.425660,4,1148.229,1309.272,2187.125,868.270,3200.339,606.259,4461.736,447.426,--undefined--,--undefined--
6.431910,4,1243.870,1698.780,2199.834,1160.195,3207.722,880.246,4378.636,734.237,--undefined--,--undefined--
6.438160,4,1513.703,1006.465,2507.682,602.570,3606.912,999.785,4343.312,1784.930,--undefined--,--undefined--
6.444410,4,1423.189,786.386,2423.136,400.939,3671.398,780.171,4696.505,1839.667,--undefined--,--undefined--
6.450660,4,1182.022,977.973,2257.560,448.285,3439.857,529.194,4351.497,887.529,--undefined--,--undefined--
6.456910,4,1108.001,848.689,2319.880,365.518,3611.036,582.063,4383.593,1073.225,--undefined--,--undefined--
6.463160,4,1311.479,1015.358,2506.808,469.087,3843.717,658.986,4335.400,2527.259,--undefined--,--undefined--
